MBC,2011_09_05,6 ,00,2011_09_05,6 ,30,MBC뉴스,30063,시사교양
MBC,2011_09_05,6 ,30,2011_09_05,7 ,50,MBC뉴스,30063,시사교양
MBC,2011_09_05,7 ,50,2011_09_05,8 ,30,당신참예쁘다,30084,드라마
MBC,2011_09_05,8 ,30,2011_09_05,9 ,30,생방송오늘아침,30023,시사교양
MBC,2011_09_05,9 ,30,2011_09_05,9 ,45,MBC뉴스,30063,시사교양
MBC,2011_09_05,9 ,45,2011_09_05,11 ,00,기분좋은날,30008,시사교양
MBC,2011_09_05,11 ,00,2011_09_05,12 ,00,아름다운콘서트,30098,오락
MBC,2011_09_05,12 ,00,2011_09_05,12 ,15,MBC뉴스,30063,시사교양
MBC,2011_09_05,12 ,15,2011_09_05,13 ,05,장애인희망프로젝트함께사는세상,30046,시사교양
MBC,2011_09_05,13 ,05,2011_09_05,13 ,45,통일전망대,30058,시사교양
MBC,2011_09_05,13 ,45,2011_09_05,14 ,10,지구촌리포트,30051,시사교양
MBC,2011_09_05,14 ,10,2011_09_05,15 ,50,시추에이션휴먼다큐그날,30033,시사교양
MBC,2011_09_05,15 ,50,2011_09_05,16 ,00,MBC뉴스,30063,시사교양
MBC,2011_09_05,16 ,00,2011_09_05,16 ,30,뽀뽀뽀아이조아,30022,시사교양
MBC,2011_09_05,16 ,30,2011_09_05,17 ,00,마법천자문,30118,드라마
MBC,2011_09_05,17 ,00,2011_09_05,18 ,00,몽땅내사랑,30013,드라마
MBC,2011_09_05,18 ,00,2011_09_05,18 ,50,MBC뉴스,30063,시사교양
MBC,2011_09_05,18 ,50,2011_09_05,19 ,45,당신이국가대표입니다,30089,오락
MBC,2011_09_05,19 ,45,2011_09_05,20 ,15,몽땅내사랑,30013,드라마
MBC,2011_09_05,20 ,15,2011_09_05,20 ,55,불굴의며느리,30092,드라마
MBC,2011_09_05,20 ,55,2011_09_05,21 ,55,MBC뉴스,30063,시사교양
MBC,2011_09_05,21 ,55,2011_09_05,23 ,15,계백,30111,드라마
MBC,2011_09_05,23 ,15,2011_09_06,0 ,25,놀러와,30009,드라마
MBC,2011_09_06,0 ,25,2011_09_06,0 ,35,MBC뉴스,30063,시사교양
